x1: [12, 30, 13, 16, 17, 29, 28, 23, 10, 30, 26, 29, 19, 17, 19, 10, 13, 15, 22, 11, 23, 17, 29, 30, 26, 52, 45, 55, 40, 49, 44, 40, 48, 42, 47, 44, 53, 50, 55, 55, 46, 45, 46, 49, 41, 43, 55, 54, 40, 46, 83, 81, 73, 71, 67, 85, 72, 77, 82, 75, 85, 76, 70, 67, 77, 80, 81, 85, 67, 73, 65, 68, 79, 66, 65]
x2: [75, 77, 86, 75, 89, 86, 77, 79, 85, 89, 86, 84, 81, 82, 79, 79, 76, 78, 75, 78, 76, 75, 88, 76, 85, 64, 52, 62, 58, 50, 65, 61, 52, 57, 56, 65, 62, 59, 51, 65, 53, 51, 65, 64, 61, 51, 54, 55, 61, 57, 38, 26, 28, 36, 35, 33, 32, 25, 28, 26, 28, 32, 29, 39, 32, 35, 31, 33, 27, 35, 28, 29, 31, 31, 34]
x1: [27, 20, 13, 21, 20, 22, 12, 11, 23, 27, 10, 23, 30, 29, 18, 17, 30, 10, 19, 29, 20, 16, 21, 23, 23, 44, 44, 44, 46, 55, 43, 42, 44, 44, 43, 40, 46, 52, 47, 45, 52, 40, 47, 47, 43, 53, 43, 46, 45, 40, 81, 75, 71, 74, 67, 67, 77, 78, 70, 67, 84, 70, 74, 83, 66, 70, 68, 75, 73, 83, 70, 68, 82, 85, 83]
x2: [79, 82, 87, 82, 78, 82, 79, 76, 78, 88, 86, 90, 84, 89, 87, 79, 80, 75, 76, 77, 87, 86, 75, 81, 76, 57, 51, 51, 62, 55, 63, 50, 56, 54, 57, 59, 54, 57, 63, 58, 51, 58, 52, 61, 62, 64, 60, 60, 51, 62, 34, 32, 36, 36, 35, 25, 34, 27, 32, 31, 26, 29, 34, 32, 40, 29, 30, 36, 38, 35, 28, 34, 30, 35, 36]
x1: [13, 30, 17, 28, 11, 16, 22, 25, 17, 11, 24, 12, 29, 13, 23, 16, 29, 18, 20, 15, 22, 13, 18, 12, 16, 41, 47, 48, 53, 46, 46, 42, 43, 44, 54, 47, 43, 53, 49, 48, 40, 53, 49, 53, 49, 41, 51, 44, 54, 50, 81, 81, 84, 68, 73, 73, 72, 77, 84, 68, 71, 67, 81, 77, 73, 79, 70, 81, 76, 80, 82, 82, 72, 83, 70]
x2: [79, 78, 85, 84, 90, 86, 83, 87, 76, 86, 75, 83, 76, 86, 75, 78, 89, 78, 80, 83, 90, 77, 75, 88, 84, 56, 60, 65, 52, 56, 62, 51, 65, 63, 53, 58, 63, 63, 56, 62, 50, 51, 60, 50, 63, 63, 53, 62, 65, 55, 30, 38, 39, 25, 25, 39, 31, 35, 26, 38, 31, 30, 40, 25, 35, 28, 27, 39, 36, 37, 36, 34, 31, 26, 36]
x1: [23, 10, 16, 14, 16, 17, 11, 30, 14, 14, 26, 25, 15, 30, 19, 26, 17, 17, 30, 12, 22, 14, 26, 22, 11, 55, 42, 51, 46, 52, 42, 52, 44, 47, 48, 55, 48, 51, 51, 54, 54, 55, 41, 42, 40, 50, 42, 49, 48, 55, 67, 74, 81, 71, 82, 68, 75, 76, 73, 72, 85, 83, 85, 83, 85, 70, 80, 72, 81, 82, 72, 75, 76, 85, 72]
x2: [83, 90, 90, 79, 77, 89, 88, 87, 75, 85, 77, 75, 80, 82, 75, 90, 83, 80, 81, 83, 81, 86, 75, 84, 80, 56, 51, 63, 56, 52, 63, 57, 58, 53, 54, 64, 56, 50, 59, 51, 57, 57, 58, 56, 60, 51, 59, 64, 61, 54, 36, 26, 34, 26, 39, 27, 34, 34, 38, 38, 27, 32, 28, 39, 36, 28, 29, 28, 28, 40, 36, 34, 40, 39, 36]
x1: [21, 12, 23, 23, 29, 19, 11, 17, 16, 16, 25, 11, 26, 16, 25, 20, 10, 27, 10, 10, 20, 11, 17, 20, 22, 50, 43, 40, 49, 41, 40, 51, 47, 50, 54, 51, 51, 45, 46, 47, 41, 43, 55, 51, 49, 45, 53, 43, 46, 47, 78, 73, 70, 84, 78, 80, 65, 74, 77, 75, 79, 74, 70, 83, 81, 75, 69, 83, 70, 79, 76, 73, 69, 70, 66]
x2: [86, 80, 83, 89, 80, 90, 82, 81, 90, 75, 88, 88, 79, 87, 89, 75, 77, 75, 85, 87, 80, 89, 83, 84, 88, 64, 59, 59, 60, 50, 64, 58, 61, 54, 62, 56, 50, 60, 60, 60, 54, 58, 52, 52, 61, 65, 53, 55, 58, 50, 35, 32, 37, 28, 39, 29, 36, 33, 28, 40, 25, 30, 36, 36, 29, 40, 28, 31, 38, 37, 28, 32, 35, 27, 35]
x1: [84, 65, 84, 73, 76, 66, 73, 85, 69, 83, 76, 65, 76, 78, 72, 68, 73, 67, 70, 77, 76, 76, 70, 65, 65, 43, 43, 51, 45, 55, 49, 52, 53, 46, 50, 41, 48, 54, 49, 54, 51, 47, 44, 48, 55, 50, 45, 47, 44, 48, 28, 16, 28, 27, 15, 25, 29, 27, 27, 17, 12, 15, 25, 25, 24, 26, 20, 29, 27, 14, 26, 23, 22, 24, 14]
x2: [27, 27, 26, 29, 39, 38, 30, 36, 38, 29, 25, 38, 35, 27, 27, 34, 25, 39, 34, 40, 39, 26, 26, 35, 32, 50, 55, 51, 53, 62, 54, 57, 58, 54, 54, 51, 63, 58, 59, 51, 64, 51, 62, 52, 53, 55, 52, 62, 63, 64, 80, 78, 78, 87, 77, 87, 80, 82, 78, 81, 81, 83, 77, 86, 76, 90, 77, 84, 90, 77, 82, 88, 87, 84, 82]
x1: [71, 70, 76, 79, 74, 69, 79, 69, 70, 79, 81, 81, 67, 74, 66, 75, 75, 80, 70, 85, 80, 83, 83, 81, 74, 52, 48, 42, 51, 50, 53, 40, 49, 49, 47, 54, 40, 49, 55, 45, 53, 54, 52, 52, 47, 55, 50, 52, 43, 48, 12, 20, 20, 13, 29, 30, 25, 26, 17, 20, 22, 17, 15, 27, 16, 12, 17, 11, 10, 18, 25, 28, 22, 14, 15]
x2: [25, 26, 28, 33, 30, 31, 34, 27, 34, 30, 39, 25, 33, 36, 38, 35, 28, 26, 27, 35, 32, 27, 30, 29, 28, 61, 63, 62, 63, 59, 65, 63, 52, 55, 56, 63, 56, 65, 50, 50, 52, 52, 54, 50, 53, 56, 53, 56, 64, 61, 86, 80, 84, 85, 79, 85, 76, 86, 75, 79, 82, 86, 77, 86, 76, 77, 76, 90, 81, 79, 85, 81, 78, 79, 80]
x1: [74, 85, 74, 70, 71, 66, 65, 72, 81, 72, 80, 78, 77, 65, 83, 76, 68, 77, 75, 66, 80, 68, 82, 72, 68, 50, 51, 44, 40, 43, 46, 55, 49, 52, 45, 47, 44, 52, 50, 45, 55, 54, 45, 43, 54, 43, 42, 41, 45, 50, 15, 25, 16, 13, 13, 23, 30, 15, 25, 15, 26, 18, 25, 18, 29, 11, 26, 21, 27, 12, 28, 20, 25, 13, 16]
x2: [40, 38, 40, 36, 37, 25, 36, 33, 30, 39, 31, 39, 32, 25, 35, 33, 26, 29, 35, 28, 29, 39, 26, 34, 35, 58, 50, 55, 65, 55, 55, 64, 55, 53, 59, 55, 52, 60, 50, 57, 57, 53, 56, 58, 59, 60, 57, 61, 62, 61, 89, 89, 90, 83, 81, 76, 80, 90, 86, 87, 83, 85, 79, 75, 80, 90, 86, 85, 88, 78, 82, 90, 86, 80, 89]
x1: [83, 68, 73, 66, 81, 65, 72, 77, 80, 76, 71, 69, 68, 81, 66, 75, 75, 83, 78, 65, 82, 82, 81, 82, 65, 45, 42, 42, 55, 43, 55, 54, 52, 41, 43, 50, 42, 54, 50, 48, 52, 53, 48, 42, 54, 42, 43, 51, 45, 45, 17, 30, 18, 26, 20, 20, 11, 28, 10, 16, 10, 30, 15, 17, 28, 21, 20, 12, 10, 15, 16, 27, 25, 21, 26]
x2: [39, 29, 27, 27, 29, 38, 35, 38, 33, 31, 29, 35, 26, 36, 40, 28, 28, 31, 25, 35, 35, 39, 39, 37, 38, 59, 60, 60, 55, 63, 62, 59, 54, 65, 51, 56, 60, 51, 62, 61, 57, 56, 64, 50, 55, 56, 56, 65, 54, 55, 79, 81, 88, 89, 90, 89, 88, 90, 76, 85, 84, 77, 90, 89, 78, 77, 85, 77, 88, 80, 83, 88, 86, 79, 86]
x1: [69, 72, 80, 84, 73, 71, 67, 71, 79, 65, 81, 71, 68, 71, 84, 72, 76, 82, 72, 81, 78, 81, 76, 70, 80, 46, 45, 42, 47, 55, 47, 42, 47, 54, 51, 47, 45, 53, 55, 41, 53, 43, 54, 53, 47, 48, 55, 48, 45, 40, 24, 13, 27, 28, 30, 23, 18, 24, 28, 12, 12, 27, 15, 14, 16, 29, 25, 29, 11, 21, 30, 26, 10, 25, 16]
x2: [34, 39, 27, 26, 40, 28, 37, 34, 28, 33, 34, 26, 31, 39, 29, 31, 35, 35, 28, 25, 40, 25, 37, 27, 30, 58, 54, 63, 65, 61, 56, 51, 55, 61, 65, 62, 54, 65, 56, 59, 61, 63, 54, 50, 51, 61, 59, 51, 55, 54, 78, 75, 88, 90, 82, 86, 83, 77, 82, 83, 86, 83, 87, 79, 76, 87, 84, 78, 89, 79, 79, 84, 80, 76, 80]
x1: [83, 65, 81, 79, 76, 71, 75, 69, 84, 84, 70, 76, 81, 72, 73, 75, 77, 82, 70, 79, 83, 73, 80, 70, 73, 52, 46, 55, 41, 53, 52, 40, 40, 46, 48, 52, 46, 54, 46, 55, 46, 53, 43, 44, 42, 42, 46, 54, 50, 50, 28, 12, 24, 28, 19, 20, 30, 17, 17, 29, 17, 23, 14, 23, 15, 11, 19, 27, 20, 21, 19, 25, 21, 13, 12]
x2: [32, 25, 27, 37, 26, 25, 29, 32, 27, 31, 29, 30, 26, 33, 35, 25, 37, 25, 35, 39, 36, 37, 39, 27, 26, 59, 57, 52, 61, 60, 64, 52, 54, 61, 60, 55, 56, 65, 58, 62, 64, 60, 51, 53, 56, 64, 50, 50, 55, 57, 82, 76, 87, 86, 84, 81, 85, 90, 87, 78, 75, 82, 80, 89, 79, 81, 79, 79, 86, 86, 76, 77, 85, 76, 83]
x1: [68, 84, 78, 84, 70, 77, 71, 81, 80, 65, 69, 77, 84, 74, 65, 73, 73, 75, 70, 73, 65, 74, 69, 79, 66, 52, 53, 45, 47, 50, 41, 51, 41, 55, 54, 43, 46, 48, 53, 55, 55, 51, 42, 52, 42, 40, 47, 45, 49, 53, 28, 18, 28, 17, 19, 12, 12, 28, 27, 27, 28, 12, 25, 23, 22, 14, 24, 16, 19, 29, 23, 12, 17, 19, 28]
x2: [36, 36, 25, 33, 25, 30, 34, 34, 27, 40, 38, 31, 25, 26, 38, 29, 30, 36, 32, 27, 35, 31, 40, 26, 34, 62, 59, 54, 50, 65, 56, 61, 61, 59, 53, 62, 56, 55, 65, 56, 60, 54, 51, 54, 60, 57, 56, 63, 62, 63, 77, 88, 76, 78, 81, 78, 76, 89, 85, 87, 80, 80, 90, 90, 78, 75, 76, 79, 79, 86, 89, 89, 82, 89, 77]
x1: [78, 71, 71, 71, 66, 74, 78, 73, 83, 70, 71, 75, 65, 79, 66, 76, 83, 65, 85, 69, 74, 65, 85, 66, 66, 42, 41, 55, 44, 50, 47, 40, 45, 42, 46, 51, 43, 42, 44, 52, 54, 51, 47, 50, 46, 46, 51, 42, 42, 45, 11, 20, 11, 28, 14, 27, 29, 11, 18, 25, 12, 13, 30, 23, 11, 15, 20, 20, 30, 22, 22, 13, 12, 15, 27]
x2: [33, 36, 40, 34, 28, 35, 29, 33, 26, 31, 35, 26, 32, 32, 32, 26, 38, 40, 38, 36, 30, 25, 37, 33, 30, 65, 55, 64, 52, 60, 57, 63, 57, 50, 51, 59, 52, 56, 63, 61, 50, 55, 51, 58, 58, 53, 53, 64, 58, 63, 90, 90, 78, 84, 87, 81, 82, 77, 88, 89, 79, 89, 77, 88, 76, 89, 80, 86, 79, 77, 81, 86, 82, 81, 90]
x1: [68, 66, 83, 71, 76, 75, 84, 82, 67, 74, 73, 70, 76, 70, 69, 82, 68, 69, 73, 78, 85, 85, 77, 77, 66, 55, 52, 40, 53, 55, 51, 41, 45, 53, 47, 42, 52, 42, 51, 51, 51, 49, 42, 55, 47, 40, 48, 40, 48, 49, 23, 15, 14, 17, 19, 15, 23, 19, 30, 27, 13, 10, 25, 19, 17, 13, 24, 28, 27, 22, 30, 19, 20, 22, 18]
x2: [32, 39, 33, 27, 30, 28, 30, 40, 28, 39, 32, 31, 25, 27, 26, 33, 33, 29, 36, 39, 36, 40, 37, 34, 29, 55, 64, 57, 58, 53, 56, 65, 64, 64, 64, 57, 63, 54, 54, 60, 62, 63, 60, 62, 50, 55, 61, 52, 54, 59, 90, 87, 84, 76, 79, 77, 80, 89, 87, 76, 86, 88, 76, 87, 85, 76, 86, 76, 84, 84, 83, 77, 75, 85, 81]
x1: [77, 83, 80, 82, 74, 82, 81, 73, 76, 67, 79, 83, 70, 67, 85, 78, 76, 70, 65, 69, 78, 70, 77, 65, 81, 43, 52, 48, 47, 48, 53, 46, 42, 40, 40, 55, 46, 46, 47, 45, 44, 52, 51, 42, 43, 47, 44, 48, 52, 53, 10, 11, 20, 16, 22, 30, 25, 21, 28, 11, 25, 11, 20, 12, 11, 21, 30, 19, 14, 20, 23, 29, 22, 27, 23]
x2: [37, 36, 25, 40, 38, 38, 32, 27, 34, 28, 29, 36, 31, 31, 39, 35, 39, 37, 39, 40, 29, 32, 38, 31, 36, 60, 57, 53, 58, 57, 54, 61, 64, 61, 52, 53, 56, 57, 51, 63, 58, 51, 60, 59, 65, 54, 51, 50, 53, 52, 81, 81, 79, 80, 90, 90, 79, 79, 90, 80, 87, 77, 88, 84, 78, 82, 75, 82, 79, 80, 78, 75, 87, 77, 80]
x1: [67, 77, 66, 81, 85, 70, 82, 77, 68, 80, 74, 83, 82, 81, 82, 84, 80, 76, 67, 69, 84, 72, 67, 81, 81, 45, 52, 40, 55, 45, 40, 51, 50, 44, 52, 51, 54, 45, 54, 46, 50, 50, 51, 42, 46, 40, 43, 50, 54, 51, 14, 16, 23, 17, 13, 15, 26, 24, 18, 17, 12, 28, 27, 21, 26, 19, 30, 26, 29, 15, 24, 14, 29, 24, 10]
x2: [80, 82, 78, 79, 83, 78, 88, 81, 85, 86, 81, 84, 90, 86, 80, 82, 85, 80, 87, 88, 89, 77, 81, 81, 84, 54, 53, 65, 56, 57, 55, 54, 55, 51, 52, 61, 52, 52, 64, 61, 58, 60, 53, 50, 55, 50, 53, 61, 60, 60, 40, 37, 33, 36, 30, 26, 32, 29, 30, 33, 27, 33, 34, 26, 38, 36, 25, 36, 32, 33, 39, 27, 36, 38, 26]
x1: [77, 80, 77, 69, 72, 76, 82, 65, 80, 77, 72, 74, 81, 85, 81, 72, 69, 83, 72, 65, 85, 66, 76, 80, 84, 45, 51, 54, 46, 52, 47, 42, 50, 43, 51, 46, 41, 45, 48, 49, 48, 54, 46, 55, 45, 41, 51, 40, 50, 43, 25, 12, 22, 19, 11, 10, 16, 16, 25, 27, 23, 12, 28, 12, 21, 13, 28, 30, 19, 20, 29, 30, 17, 28, 18]
x2: [77, 76, 75, 90, 76, 86, 82, 83, 82, 84, 76, 82, 83, 77, 87, 77, 82, 84, 77, 84, 78, 77, 84, 75, 84, 61, 57, 59, 59, 51, 52, 54, 53, 57, 65, 61, 65, 51, 60, 56, 54, 52, 62, 57, 54, 53, 56, 51, 60, 60, 39, 40, 39, 37, 33, 35, 27, 25, 35, 26, 31, 38, 31, 28, 34, 30, 25, 31, 34, 37, 29, 31, 32, 31, 34]
x1: [78, 76, 66, 68, 71, 77, 65, 76, 85, 84, 70, 84, 66, 77, 74, 80, 83, 77, 69, 85, 65, 81, 71, 68, 77, 43, 50, 52, 42, 43, 48, 40, 53, 52, 48, 49, 51, 55, 40, 48, 47, 51, 50, 44, 52, 51, 52, 46, 41, 55, 27, 11, 20, 13, 24, 17, 12, 29, 26, 24, 25, 21, 13, 12, 27, 16, 22, 24, 15, 25, 12, 19, 17, 27, 24]
x2: [83, 89, 84, 76, 89, 76, 85, 83, 84, 81, 78, 87, 79, 78, 76, 90, 85, 89, 88, 76, 81, 76, 90, 80, 79, 54, 53, 55, 52, 64, 57, 52, 63, 53, 57, 62, 52, 54, 63, 62, 62, 60, 59, 50, 60, 50, 62, 62, 59, 50, 32, 37, 27, 27, 37, 35, 29, 28, 38, 34, 31, 35, 37, 35, 39, 28, 32, 28, 33, 37, 32, 37, 38, 30, 40]
x1: [69, 74, 78, 81, 83, 69, 69, 67, 66, 80, 82, 74, 68, 81, 83, 82, 78, 80, 69, 83, 67, 67, 70, 67, 70, 43, 50, 51, 47, 49, 47, 43, 49, 50, 48, 41, 50, 55, 48, 53, 48, 48, 41, 48, 45, 54, 47, 54, 40, 55, 14, 23, 30, 27, 24, 23, 12, 20, 26, 28, 23, 17, 19, 24, 20, 14, 24, 30, 28, 29, 23, 18, 20, 24, 27]
x2: [75, 88, 75, 77, 81, 76, 77, 87, 76, 89, 79, 89, 75, 80, 78, 84, 79, 82, 90, 78, 79, 89, 87, 86, 82, 62, 54, 51, 51, 56, 58, 57, 58, 55, 53, 50, 59, 60, 60, 59, 61, 56, 51, 57, 57, 50, 56, 65, 60, 62, 37, 25, 28, 27, 31, 33, 27, 34, 26, 34, 30, 36, 35, 34, 32, 37, 39, 30, 32, 30, 27, 31, 36, 31, 26]
x1: [72, 66, 73, 70, 70, 69, 80, 72, 80, 69, 69, 78, 65, 69, 74, 82, 69, 80, 67, 74, 68, 77, 82, 84, 76, 41, 42, 49, 53, 40, 41, 43, 44, 41, 45, 54, 42, 48, 55, 51, 40, 41, 42, 41, 43, 50, 49, 46, 54, 46, 18, 15, 27, 30, 26, 10, 16, 18, 16, 18, 21, 22, 11, 25, 15, 13, 21, 17, 20, 20, 15, 25, 18, 10, 12]
x2: [77, 90, 81, 85, 87, 86, 86, 77, 77, 88, 80, 83, 80, 80, 83, 76, 76, 81, 87, 81, 79, 86, 89, 76, 90, 60, 65, 55, 61, 60, 54, 54, 58, 60, 60, 62, 62, 52, 60, 64, 51, 60, 56, 54, 52, 52, 62, 64, 55, 50, 36, 29, 31, 34, 37, 38, 36, 29, 37, 25, 28, 33, 35, 35, 27, 26, 31, 32, 27, 30, 39, 38, 38, 38, 39]
x1: [67, 67, 71, 71, 79, 81, 74, 79, 84, 65, 66, 75, 83, 79, 84, 83, 77, 82, 83, 65, 81, 77, 65, 84, 74, 54, 42, 47, 48, 50, 52, 44, 53, 45, 50, 49, 51, 41, 41, 46, 49, 41, 54, 51, 40, 41, 47, 53, 54, 55, 26, 13, 20, 16, 28, 28, 29, 21, 12, 20, 11, 20, 12, 27, 30, 17, 18, 30, 21, 15, 22, 21, 26, 11, 14]
x2: [89, 84, 87, 77, 81, 88, 80, 78, 81, 88, 80, 84, 83, 88, 79, 87, 77, 75, 89, 87, 88, 86, 80, 78, 81, 65, 52, 51, 54, 51, 61, 55, 64, 65, 53, 64, 53, 52, 59, 51, 64, 58, 60, 54, 61, 57, 55, 65, 50, 56, 40, 25, 27, 32, 39, 39, 26, 40, 27, 33, 38, 38, 28, 34, 35, 36, 27, 37, 30, 30, 40, 30, 34, 28, 39]
x1: [68, 76, 83, 67, 66, 77, 67, 79, 70, 70, 85, 74, 76, 72, 79, 71, 75, 70, 81, 66, 68, 65, 85, 85, 78, 50, 55, 55, 48, 50, 42, 49, 53, 48, 43, 43, 52, 42, 47, 41, 43, 49, 53, 47, 52, 46, 47, 53, 43, 44, 27, 20, 25, 25, 21, 29, 17, 22, 11, 11, 24, 10, 11, 30, 16, 18, 23, 24, 23, 13, 13, 27, 14, 25, 15]
x2: [86, 76, 78, 87, 75, 82, 77, 76, 82, 83, 85, 89, 84, 87, 78, 89, 82, 88, 76, 89, 78, 77, 83, 81, 87, 62, 59, 59, 50, 60, 60, 59, 53, 54, 58, 53, 55, 58, 55, 62, 63, 58, 56, 60, 54, 64, 50, 64, 53, 57, 25, 34, 30, 29, 31, 32, 37, 35, 33, 34, 35, 35, 29, 37, 30, 27, 30, 36, 27, 25, 28, 32, 32, 25, 37]
x1: [77, 75, 70, 65, 66, 77, 81, 71, 70, 75, 80, 73, 70, 83, 66, 65, 85, 85, 83, 78, 84, 77, 79, 73, 85, 55, 45, 55, 51, 52, 42, 46, 40, 55, 52, 50, 40, 47, 47, 48, 41, 43, 45, 54, 44, 52, 55, 48, 50, 41, 14, 19, 28, 25, 26, 22, 28, 25, 30, 19, 16, 13, 30, 10, 29, 21, 23, 13, 28, 15, 27, 10, 21, 14, 29]
x2: [79, 90, 88, 85, 81, 89, 89, 76, 90, 90, 77, 86, 81, 87, 75, 82, 84, 85, 80, 85, 83, 85, 76, 75, 79, 55, 50, 53, 56, 57, 58, 62, 61, 63, 51, 57, 50, 60, 53, 60, 53, 57, 56, 64, 63, 52, 54, 51, 52, 51, 25, 40, 25, 32, 35, 38, 39, 31, 28, 28, 39, 27, 35, 32, 26, 35, 40, 37, 32, 31, 35, 25, 38, 32, 31]
x1: [84, 79, 69, 82, 84, 77, 74, 75, 83, 70, 73, 75, 76, 83, 77, 76, 76, 82, 71, 77, 81, 72, 67, 84, 73, 47, 43, 54, 50, 40, 49, 53, 53, 54, 49, 50, 44, 45, 46, 54, 44, 55, 53, 44, 41, 42, 50, 49, 47, 42, 12, 29, 20, 26, 26, 23, 28, 21, 11, 30, 11, 28, 28, 22, 16, 23, 26, 25, 18, 21, 25, 18, 19, 25, 20]
x2: [84, 88, 84, 87, 75, 86, 84, 84, 82, 78, 79, 78, 77, 81, 84, 75, 87, 86, 79, 75, 77, 75, 83, 80, 75, 52, 53, 52, 62, 53, 65, 58, 50, 63, 65, 50, 53, 59, 60, 56, 64, 54, 56, 60, 63, 55, 58, 54, 52, 51, 36, 30, 33, 31, 40, 29, 36, 30, 26, 28, 25, 38, 29, 25, 30, 34, 33, 31, 33, 35, 25, 32, 29, 26, 31]
x1: [68, 69, 71, 85, 80, 68, 79, 81, 70, 68, 84, 84, 66, 85, 77, 65, 80, 65, 68, 67, 73, 82, 74, 67, 72, 40, 43, 42, 52, 49, 45, 43, 46, 55, 43, 53, 43, 53, 46, 45, 54, 40, 49, 52, 44, 47, 43, 50, 54, 50, 23, 12, 14, 23, 22, 27, 27, 22, 23, 11, 29, 21, 24, 16, 16, 24, 21, 26, 15, 18, 16, 19, 27, 16, 10]
x2: [81, 75, 78, 89, 80, 76, 75, 88, 84, 88, 75, 88, 75, 75, 90, 87, 80, 78, 84, 75, 87, 90, 77, 78, 79, 51, 54, 60, 55, 50, 63, 64, 61, 61, 50, 65, 60, 51, 58, 51, 52, 52, 65, 53, 53, 61, 50, 55, 57, 57, 31, 33, 40, 25, 26, 29, 25, 33, 29, 30, 29, 32, 31, 30, 31, 36, 33, 32, 29, 39, 32, 34, 33, 35, 32]
x1: [85, 14, 34, 91, 11, 33, 63, 38, 24, 26, 28, 46, 3, 77, 8, 14, 44, 76, 37, 78, 32, 33, 34, 98, 7, 36, 4, 10, 84, 81, 82, 72, 36, 58, 39, 32, 54, 81, 31, 60, 62, 99, 59, 47, 84, 72, 17, 37, 68, 63, 11, 88, 16, 70, 79, 32, 92, 44, 10, 80, 90, 100, 58, 78, 72, 58, 5, 29, 54, 37, 62, 57, 72, 58, 15]
